,Mycontrast.logFC,Mycontrast.AveExpr,Mycontrast.t,Mycontrast.P.Value,Mycontrast.adj.P.Val,Mycontrast.B
KLHL38,1.97132721136096,-0.444576630789085,5.1959302943097,6.07141938884934e-07,2.0409809673372e-06,5.56191529687859
SLC6A16,-1.46899850160606,0.818384643771743,-5.17485458309211,6.68933938117775e-07,2.23390065258521e-06,5.55942510438072
ABCB5,-3.89386784697328,-0.103913047782984,-5.13557641852733,8.00815020363208e-07,2.64419297462105e-06,5.55779874488904
TCF15,-2.50333512995969,0.121693406871757,-5.15719391470199,7.25386700179701e-07,2.40961368976843e-06,5.55675386052841
EDN3,-6.14349046353723,0.261942455787514,-5.15105328244522,7.4608016492845e-07,2.47523728761851e-06,5.55534423225907
NDRG4,-1.20631069068377,3.15912106920147,-5.2944109498209,3.84710137178359e-07,1.32706888585767e-06,5.51129614220822
GALNT6,2.13797325957671,6.49484292813252,5.35794102992353,2.85780805717182e-07,1.00822000754623e-06,5.50059759083511
CDYL2,1.05357846520166,4.80696071309407,5.33673799064077,3.15667479747454e-07,1.10538086683001e-06,5.45172955307957
SLC5A8,2.41666506641726,-1.97758698438677,5.21228959350937,5.6304127729823e-07,1.90096685150779e-06,5.43137013323544
TTC7B,-1.04490921642574,4.29506572234589,-5.30981233008602,3.5803624646653e-07,1.24220308446607e-06,5.42126707894505
MYH3,-1.07607282112551,1.66453845231897,-5.15325459965499,7.38596736793288e-07,2.45102630315478e-06,5.37373084783258
FGFBP1,-4.12275921549227,-0.738873313977282,-5.09388575640534,9.68397314129422e-07,3.15664419443586e-06,5.37218340979815
C4A,1.87383844900467,4.71314528700286,5.3255277624018,3.32677948400743e-07,1.16155500724039e-06,5.36703775432995
COL17A1,-4.16615771675756,5.78117363535347,-5.28686703504006,3.98472169541027e-07,1.37167181326088e-06,5.33762944105204
HYAL1,-1.93656839462064,2.18531700057208,-5.13513571938367,8.02429389033048e-07,2.64886037806179e-06,5.33498969124317
SDC1,2.35447636004732,7.63355535426771,5.30281313929239,3.69927097570546e-07,1.27908475597721e-06,5.32514462227028
CTTNBP2,-1.41257602530517,2.49370569195062,-5.17517858470293,6.679392579602e-07,2.23170890368617e-06,5.32377159343929
COL15A1,-1.01712567488893,7.33399040766662,-5.32608240369397,3.31815725597349e-07,1.15885126723713e-06,5.32174245101858
OSM,1.5727118131407,0.585515001075003,5.1613043163579,7.11847916894163e-07,2.3676212485504e-06,5.30124435656899
P2RY6,1.33440401963178,1.38482799915605,5.16732260646837,6.9246723102728e-07,2.3060679738654e-06,5.28420550466021
RETSAT,-1.13479278854019,7.34459339789758,-5.32497030426707,3.33546749487637e-07,1.16428027851056e-06,5.27783859891593
MAP1LC3C,-4.03459835499776,0.212586208314963,-5.0695592721898,1.08143411459891e-06,3.48952969806121e-06,5.26908563702544
OAS3,1.20707456922764,6.13679618592935,5.31714040374631,3.45985766596178e-07,1.20387714248752e-06,5.26591015972149
HIST1H1B,2.68549463975229,-4.86163451554934,5.06824004283805,1.0879172989123e-06,3.50616102857371e-06,5.26467379536645
CCL28,-2.88943752257689,5.435249664154,-5.27530262289661,4.20504065083869e-07,1.44125272639417e-06,5.26412777874166
G0S2,-4.55240770485281,4.93904478474822,-5.17431072203042,6.70606823002507e-07,2.23778765550875e-06,5.21602045765669
BCL11A,-2.39869953336042,2.33269416396448,-5.17138876138696,6.79664489540539e-07,2.26514762039648e-06,5.21380089114529
LAMA4,-1.23575737149664,7.28135577191882,-5.30758950681952,3.61771649648492e-07,1.25384388610438e-06,5.20875845133291
HIST1H2BH,2.56216755489515,-1.78421519144186,5.06486728369143,1.10466438878217e-06,3.55579012992327e-06,5.19679151096477
FAM174B,1.12076925954031,5.63639748275967,5.30383016680382,3.68175696756178e-07,1.27336277291839e-06,5.19180621277791
PHKG1,-1.93683667546935,1.48165103856493,-5.10292722790423,9.29382914574935e-07,3.0382874909933e-06,5.18373588672031
PCDHB4,-1.04492244613914,2.78587942943834,-5.17420094168077,6.7094499413678e-07,2.2383498780117e-06,5.17339173421396
CCDC136,-1.04744133298137,1.86647175892166,-5.14698355313335,7.60109898464584e-07,2.51988179709634e-06,5.15387889604215
EGLN3,1.17825237506827,4.36748390261091,5.2866615016255,3.98853745490403e-07,1.37262712151419e-06,5.15271047743052
SYCE1L,-1.2207101525644,0.414985750168613,-5.09161356283044,9.78449417410475e-07,3.18370159473645e-06,5.15093088014489
PCDHGC3,-1.01526255407463,4.57894414724716,-5.25352446637945,4.65259356300158e-07,1.58503000231286e-06,5.12881463055558
DNASE1L3,-3.36571639045191,1.20978369612152,-5.04089719517583,1.23111089055717e-06,3.9263983939409e-06,5.12422132753231
ADRA2A,-1.5727386608794,5.15510038344931,-5.26013287205828,4.5121015178604e-07,1.54154703760934e-06,5.12030226419156
NOV,-1.78325009991731,3.61624626324781,-5.1896972861595,6.24813753547877e-07,2.09718020942749e-06,5.11341716498341
COL6A6,-3.41821406425484,2.66420711597627,-5.08566045207641,1.00526888135492e-06,3.26452531116514e-06,5.10848434465501
CA4,-7.58748732570671,0.576709879783544,-5.03191693763963,1.28201296568437e-06,4.07986321600544e-06,5.10194792402399
PTGFR,-2.88063292582462,1.96037170313905,-5.07275368346691,1.06589064238001e-06,3.44190048069393e-06,5.09838625057388
EPDR1,-1.5824110456809,4.26414726117943,-5.19707410200463,6.03952245875712e-07,2.0312937469012e-06,5.09622206823152
EFNA4,1.06017912437069,3.8833750956493,5.25610163564101,4.59730464537008e-07,1.56700376168157e-06,5.08261121304026
ESRP1,2.66330244344566,6.03578047022597,5.26456222723988,4.42025622748951e-07,1.51173450601022e-06,5.05171635921302
SDK1,-1.20840163201597,4.10551214396919,-5.2084750827036,5.73036865946169e-07,1.93273569386242e-06,5.02448800215366
GAS2,-1.53377646255275,0.350027592821393,-5.03098069933427,1.28743590175124e-06,4.09613289435615e-06,5.02429577547488
FBXO17,-1.19430084079599,3.58757371083838,-5.18197243600254,6.47410487157613e-07,2.16806086217214e-06,5.01638126652604
CCDC152,-1.26892816116274,1.69019233848221,-5.05266511505974,1.16737007053561e-06,3.73756762146487e-06,4.97911073116648
BMP3,-5.56582337671482,-1.7608035228842,-5.01845520147853,1.36216388027531e-06,4.31515459767329e-06,4.97178247649715
PDE6B,1.18515768928526,2.47829951784043,5.17958765454112,6.54545620412892e-07,2.18917628774505e-06,4.94820239482261
ITGB4,-1.34989430586512,7.97229002090461,-5.24438317266742,4.85397355046598e-07,1.64937571108183e-06,4.93879131408638
SLCO4A1,-1.92431614095011,2.0413109593761,-5.07209570953148,1.06907438448287e-06,3.45133632053685e-06,4.90821078674294
RAB3C,-2.42756569999893,0.864126249328229,-5.02914730628528,1.29811996678774e-06,4.12813415667721e-06,4.90469825257441
ZNF488,-1.69175321061374,-0.160995286509617,-5.00578406605819,1.44203812133858e-06,4.55069972693233e-06,4.90306745335789
AMT,-1.33289605998166,3.10338247996802,-5.08273081164339,1.01872811975409e-06,3.30497851147963e-06,4.89268649623436
FILIP1L,-1.34919454480592,5.77586933050552,-5.23207751193494,5.13850853709826e-07,1.74332782211105e-06,4.88186915299443
KIF5C,1.5125009806642,4.01364902994907,5.22051406398206,5.42063590973343e-07,1.83248611699881e-06,4.87862636598248
FAM155B,1.62647664523953,1.09629003622842,5.08838670544131,9.92899312270985e-07,3.22833000447783e-06,4.87461871278369
LDLRAD2,-1.95047282230038,2.13141341498916,-5.04570162720672,1.20468970249253e-06,3.84957894030499e-06,4.86974844030414
TBX15,-1.97346716250365,3.65420924424869,-5.12197414103419,8.52127805774239e-07,2.80239787732934e-06,4.86160824373369
FIBCD1,2.77723201451397,-1.05604902558337,5.01445534038302,1.38690202880646e-06,4.38825249747806e-06,4.84958209404967
TMEM125,1.70789847590896,3.91149425724442,5.20068707197934,5.93983599401525e-07,1.99980542616272e-06,4.84425245981266
ZNF471,-1.08939530865321,3.33571751128022,-5.11897060194462,8.6388165670544e-07,2.83822239940261e-06,4.83154113502145
KIF6,1.3978247515438,0.237595663550623,4.99782956690194,1.49448320119517e-06,4.70670616096373e-06,4.83062669658838
TDRD5,1.27113378190397,2.7092398964728,5.16271176869482,7.07268790627835e-07,2.35357785498783e-06,4.82915958010844
OSBPL6,1.05311127473669,3.08038351039471,5.16968705437881,6.84994245744794e-07,2.28233369427117e-06,4.82606124522334
LEFTY2,-3.10540935633949,-0.369523999819789,-4.98744430006319,1.56574682830336e-06,4.91054836237509e-06,4.81767474505915
HIST1H3E,1.64750498041363,-0.157442017533311,4.98657814178426,1.57183715821602e-06,4.9284772888109e-06,4.80127820601079
HOXD8,-1.08780322997798,3.38710071890069,-5.15694609083634,7.26210933059764e-07,2.41174431470074e-06,4.79421179522445
MGAM,1.71026739968903,0.150116711011246,5.05417209629048,1.15944269866358e-06,3.71489158078002e-06,4.7921958844578
CUBN,-1.47705295552715,1.89225496391058,-5.02746857655673,1.30797818476391e-06,4.15547693526512e-06,4.79171949028521
SCUBE3,1.78448301600581,2.33549248831636,5.13905267732061,7.88190992153173e-07,2.60773197328631e-06,4.79098512703569
FOLR2,-2.41036571690663,3.71991788955436,-5.0998214869495,9.42608940803879e-07,3.07923589354729e-06,4.78737578615867
EFNB3,-1.45112638370553,3.3806832222856,-5.13897605636046,7.8846714449096e-07,2.6079915002458e-06,4.76776634054965
OASL,1.4924063740217,2.60035740786695,5.10035261153294,9.40334216799312e-07,3.07256592861029e-06,4.76141020269781
SPEG,-1.42530708003439,4.9900846496009,-5.15574530345586,7.30217522933424e-07,2.42443980493702e-06,4.73044928691727
GLDC,2.01228355151006,-0.077174526749915,5.01609154917853,1.37673022608566e-06,4.35920509176571e-06,4.67551852910939
APOL3,-1.06762201912186,5.53372000706807,-5.16018950014151,7.15495403801748e-07,2.37855339504759e-06,4.67221249072714
KLHL3,-1.04642590188056,3.29374781977137,-5.0627297042748,1.11540766130151e-06,3.58687041936329e-06,4.65599302471024
DEFB1,-3.21202826512828,1.14525696721224,-4.96360551131683,1.74202100924061e-06,5.42085377043945e-06,4.65590478486721
OVOL2,1.67292298891975,2.88164189452797,5.14166266786038,7.78840179026818e-07,2.57938257633511e-06,4.6556363372
NR4A1,-1.73358955927467,6.77884482984496,-5.18588101449834,6.35879528637665e-07,2.13215222731557e-06,4.65090637667573
LUZP2,-2.51025915946966,0.728945905049507,-4.95806533569026,1.78566411344538e-06,5.54880926276985e-06,4.64629225692281
ADRB2,-2.69069605664224,2.58114829917398,-4.95399793800172,1.81837844189748e-06,5.64381882989874e-06,4.62153193767544
MAPK15,1.94016764922599,2.46700216975328,5.07707409993551,1.04521301862512e-06,3.3784378653967e-06,4.59424324074262
UBE2Q2P1,-1.19774755769093,0.83506663963907,-4.96110997290256,1.76155019553413e-06,5.47584960806068e-06,4.58907921665806
AMY2B,-1.44826072777534,2.65339360168188,-4.9746225602175,1.65828668963632e-06,5.17861262381455e-06,4.5618921196483
SLC25A37,-1.04893165126831,5.8583572694273,-5.14454044847686,7.68654957650391e-07,2.54629019245764e-06,4.55437125369812
AFAP1L1,-1.41435007947454,4.2446820093761,-5.09790802665532,9.50848406425545e-07,3.10384591169497e-06,4.54200880616368
THSD7B,-1.67175465604149,1.53039048326446,-4.9653088881049,1.72881175176548e-06,5.38355897486743e-06,4.52660305292606
GREB1L,1.64581131163084,2.95176052446624,5.07485382707868,1.05579015302671e-06,3.41095466778725e-06,4.52491501246022
SCN4A,-3.54406205419522,2.25266776643879,-4.93208445421078,2.00487948915474e-06,6.18050136514143e-06,4.51534851827256
GRIN2D,1.02542673307802,1.3297210870019,5.02656099785833,1.31333810066015e-06,4.17150081526801e-06,4.51079993343565
CXCL9,2.0318046653347,3.86049798055535,5.13724643158317,7.94726031804505e-07,2.62540222527754e-06,4.50561600661232
SCNN1B,-1.39478153078913,3.48017428292492,-5.10669465897808,9.13580942292313e-07,2.98966660595557e-06,4.49720085331126
TPPP,-1.58660836644085,4.13895995586019,-5.06069299937064,1.12573830879912e-06,3.615838137236e-06,4.48954931218913
ADIPOQ,-6.8514573092002,4.99361861486675,-4.95684692644492,1.79540349588008e-06,5.57775965948047e-06,4.48435438559916
TNMD,-5.47423130195263,0.381009511872457,-4.8774599537313,2.55411611181874e-06,7.77372995639157e-06,4.48321710188819
HOXC10,1.75920850736199,3.483571373647,5.10881418436023,9.04805965531729e-07,2.96455427007676e-06,4.47857440940878
TP63,-3.00504751204085,4.49516109647651,-5.06872006233296,1.08555394744365e-06,3.50025473496191e-06,4.47098405480264
GDAP1,1.37781073934652,3.96682279082626,5.11915369476385,8.63160665895369e-07,2.83656012551714e-06,4.47053037188527
CDCP1,1.42278378944062,5.12495756572657,5.14018157530791,7.84133171975976e-07,2.59626020871865e-06,4.45133296436651
PRSS22,1.87350945961944,3.26144942723978,5.06307084455255,1.11368634352023e-06,3.58220837780427e-06,4.44663228764862
SESN3,-1.42115405001838,6.54960662866532,-5.13850611204941,7.90162946228795e-07,2.61294545592982e-06,4.43819093605101
PCDHGA9,-1.18624011246288,1.37970010396428,-4.94264178742156,1.91282331240011e-06,5.92023752085168e-06,4.43366372282959
TMEM108,-1.27806998774668,1.69156277329245,-5.02907588003017,1.29853793916083e-06,4.12846805386128e-06,4.42567334116437
FRMPD1,-1.90986488885874,0.122938589100052,-4.88436072479359,2.47742254625006e-06,7.55250307547597e-06,4.41769154697579
PSD2,-1.74487689799351,-0.199019465790627,-4.91233523374122,2.18875091847368e-06,6.70501936033125e-06,4.41277623464816
PLEKHM3,-1.20874057641557,2.11528957044235,-4.99774628162054,1.49504198426488e-06,4.70670616096373e-06,4.41220411820039
MYO15B,-1.26008683764245,5.84310563265724,-5.08768431635086,9.96071980707148e-07,3.23784758440315e-06,4.40707090435906
EDN1,-1.56847843062742,4.02788988157899,-5.02205302582709,1.34027850500202e-06,4.25092901165704e-06,4.40496776954773
PCDHGA2,-1.50230497369845,2.06140656953865,-4.96541891595728,1.72796186199654e-06,5.38218298030612e-06,4.40203274425506
WIF1,-7.50477495027551,1.04041785237005,-4.86798217272694,2.66320841426334e-06,8.07966471769727e-06,4.39687893015552
OLFM2,-1.53973793861736,4.63570037446074,-5.0892474429795,9.89024774140829e-07,3.21731832199548e-06,4.37837566469714
PPP2R1B,-1.13247850513234,5.6805227645201,-5.10388356137849,9.25346735402341e-07,3.02707247587423e-06,4.37037804977768
PDZD7,1.16474321481404,0.681986070956468,4.93224846753449,2.00341704290207e-06,6.17826687103266e-06,4.34289476823295
NRG1,-2.84560268582349,2.74975356898901,-4.97676964975237,1.64242876944578e-06,5.13273582036467e-06,4.32893304335824
PPARGC1B,-1.27774389216157,3.00571399098716,-4.9777013812266,1.63559307121046e-06,5.11500905697895e-06,4.32741721146926
SIDT1,1.22314318812027,4.54450720570459,5.08244179464389,1.02006535751153e-06,3.30850310571297e-06,4.32169453632464
PKHD1L1,-4.06908828474165,-0.0452437575524883,-4.84533619434537,2.94245925487687e-06,8.86973949521957e-06,4.321085221417
MED12L,1.01809672025911,0.801598542604388,4.95225364141524,1.83258532611559e-06,5.68390148995786e-06,4.31748733128846
PRRT4,-4.40685524678046,1.26585982802306,-4.88413799868611,2.47986265445568e-06,7.55819507276454e-06,4.30259174057649
FBLN1,-1.43127507372879,8.26892842368589,-5.07954328031003,1.03357099214718e-06,3.34736925053116e-06,4.29739616859184
IL15RA,-1.25111700563548,3.93737787511147,-5.0076570836452,1.42995134195465e-06,4.51579797742969e-06,4.29381039868058
RNF212,-1.21089057014406,1.1335781462781,-4.96772492347387,1.71024249877956e-06,5.33202760609812e-06,4.28465876623729
NFAT5,-1.0498209319407,5.82070968435386,-5.09249812076301,9.74524172016533e-07,3.17171190551939e-06,4.28304543839167
IFI6,1.68555980176769,6.37513072024652,5.09576289647535,9.6016866146459e-07,3.13271946905254e-06,4.27799417402998
CDK6,-1.13139232502247,5.09186404452185,-5.06569062103493,1.10055323917413e-06,3.5434214737481e-06,4.26890296120764
ATP8A1,-1.15672778980587,4.17998911906367,-5.03837093763921,1.24522844865584e-06,3.96950422093263e-06,4.26592551712516
PAX2,2.98199280665957,-1.11727493029541,4.85487271865795,2.82156869855476e-06,8.52090492276462e-06,4.26392395813105
CCDC158,-1.37394918681144,1.38693926600267,-4.89948581834692,2.31705015982792e-06,7.07832530298519e-06,4.2569589411409
ABCC9,-1.9534660777244,4.40230454596179,-5.01166766259657,1.40440039314156e-06,4.44148779331822e-06,4.22959395196702
C19orf33,2.04528460026947,2.55603888027864,4.98097359064905,1.61180430618938e-06,5.04659639281844e-06,4.22933391856348
LRRN4CL,-3.61126959929229,2.6418475176551,-4.84625110953917,2.93064715354344e-06,8.83615236626091e-06,4.21789721990021
CCDC153,1.08538590621085,0.484790974193236,4.88203635546919,2.50300245005155e-06,7.62695895556247e-06,4.19790433987077
IL1R1,-1.12178636255217,6.64109175405121,-5.08058418282457,1.02870103531197e-06,3.33344373448214e-06,4.19551786061914
MAPK13,1.04025518377806,6.21238068911905,5.07842134476317,1.0388451469191e-06,3.36279910012512e-06,4.18921092834781
SLC26A7,-1.79557814776604,-0.00927496683584043,-4.84455941583659,2.95252410186421e-06,8.89601311733457e-06,4.18555587031278
ETFB,-1.12948744177968,5.38827731317537,-5.04955040716265,1.18392193636906e-06,3.78688512673238e-06,4.16644218517478
HSPA6,1.27296218600405,2.01455521464526,4.95455380987957,1.81387348116313e-06,5.63248707392252e-06,4.1436438786604
FGFR3,1.74440703861464,3.73248861858598,5.05269134936128,1.16723161770263e-06,3.73756762146487e-06,4.14116319317742
MMP28,-2.17534185166733,3.13027643640594,-4.92486936029229,2.07024808464721e-06,6.36713510948504e-06,4.11812775671761
OLFML1,-1.33517327076846,4.33705904553555,-4.99676900610562,1.50161395037451e-06,4.72401374180543e-06,4.11360498291763
SMPDL3B,1.564236026272,3.15555529683853,5.00256948533036,1.46301362546486e-06,4.6132232993535e-06,4.1115383969036
BBOX1,-3.74368443521191,2.41351051721661,-4.8713697918751,2.62370734570868e-06,7.9689900062729e-06,4.10902920157453
ACCS,-1.03237171328251,3.99866680347286,-4.94435702141541,1.89825940699935e-06,5.8779201497015e-06,4.08839324537738
EFNA5,-1.1675071396208,4.54337748633475,-5.02780175369894,1.30601586347846e-06,4.15024217180062e-06,4.07394721187063
SGSM1,-1.19356174850992,2.32137840482004,-4.9063354073075,2.24777727654402e-06,6.88104665929269e-06,4.07274651649512
TMEM45B,1.55606187060291,2.71440415749188,4.98609645582695,1.57523403690132e-06,4.93795441558113e-06,4.05096042224923
C1S,-1.33505843523439,8.64383406042514,-5.02580816124384,1.31780032396698e-06,4.18365922345331e-06,4.03980652228782
IL17D,-1.71339472775457,1.24130105888059,-4.8552654782818,2.8166944016548e-06,8.50847568900103e-06,4.02460187202061
CAPS,1.01711449489208,4.81890352543192,5.0284610926232,1.30214095966863e-06,4.13892563831058e-06,3.99171669048182
APLP1,1.4814593616567,2.78584429244126,4.98018928217811,1.61747540966703e-06,5.06194973402556e-06,3.98655000677933
GRIP1,1.09255426553692,2.73699794648357,4.93871387767607,1.94658416084159e-06,6.01625859082977e-06,3.96028885079724
CLEC1A,-1.39625396487715,2.12067065067242,-4.82123091691761,3.27081743141951e-06,9.77466079244559e-06,3.95866408733595
EME2,1.04897349019072,3.9833197495702,4.96583773851833,1.72473045030185e-06,5.37338671939813e-06,3.95664639881064
UNC5A,1.87479884049387,1.84050934606581,4.91236558499456,2.18845617621374e-06,6.70501936033125e-06,3.942319372067
AOC2,-2.37866545770539,0.811045733082944,-4.78053380703192,3.9072769350101e-06,1.15304004585499e-05,3.94076948546241
EBF2,-1.97375506505898,2.82681930400267,-4.85908933891754,2.76966302540525e-06,8.37950113947721e-06,3.92880967211273
MARCO,-3.92906697496957,1.71772515836586,-4.79868425552335,3.60986348151015e-06,1.07150560721423e-05,3.91954327870933
PRUNE2,-1.64771983241179,3.78846055565575,-4.92921082060076,2.03067116977517e-06,6.25416376383477e-06,3.91748469144808
PCOLCE2,-6.61598915562049,3.51813605708954,-4.79179508037452,3.72007548047927e-06,1.10198777594884e-05,3.9157504916004
RASGRP1,1.62635334026339,2.90483083400068,4.91363275893744,2.17618486984979e-06,6.67027558582418e-06,3.91508340285257
TMEM64,-1.07163738462678,4.71131398189407,-4.97110420587867,1.68459408690006e-06,5.25579011359951e-06,3.90047488137805
RBM11,1.48528235072204,0.521872622956255,4.82557742394564,3.20909894506792e-06,9.60545136927411e-06,3.87364982858897
ERBB3,2.27579239568096,7.80997170266316,4.97823731719713,1.63167365958196e-06,5.10424625589421e-06,3.86583986971986
CD209,-3.28602044039727,2.58617801815824,-4.79878079727105,3.60834169720569e-06,1.07129496574027e-05,3.85395566023277
GPM6A,-2.16589307756442,0.106158374786674,-4.76811199675487,4.12433987252138e-06,1.21221406547303e-05,3.83877117482055
HTR2A,-2.56617832415217,-0.323043208351244,-4.72242875730223,5.02745741622515e-06,1.45688028948651e-05,3.83433518886889
LRRC10B,1.1941662136974,1.16098468910198,4.875753540225,2.57343260029996e-06,7.82710385763358e-06,3.82886252102367
AQP7,-6.23426466708216,3.21653703328566,-4.76066493292777,4.26001640432564e-06,1.24875280865466e-05,3.80976946352121
MECOM,-1.18662227297195,4.16604026738302,-4.92524500223637,2.06679438025122e-06,6.35799549204612e-06,3.80626469875729
MUC4,-2.08165575124362,0.351412625652344,-4.78570414155161,3.82022336538158e-06,1.12879405504193e-05,3.79915374344609
ACTL8,3.87872139160468,-4.34573440819085,4.70795835261521,5.35142456903519e-06,1.54262765494194e-05,3.797846200464
CCDC85A,-2.08166651607354,0.493310130245723,-4.74579660858529,4.54392767879676e-06,1.32666998696344e-05,3.79496709921324
AKR1C1,-4.53308818251844,3.97143880877717,-4.78027547239184,3.91167651190973e-06,1.15408018046525e-05,3.78961465265278
TRPC6,-1.02743283229344,2.59379529032443,-4.82324523943615,3.24207341202363e-06,9.69535034640754e-06,3.78626256492917
ADHFE1,-1.70709088059468,3.19037547707885,-4.82286101820027,3.24753724128897e-06,9.70948861057181e-06,3.7732622359992
MYEOV,-3.82876789245373,2.2610397963666,-4.77572033468152,3.99004472110843e-06,1.17509890413354e-05,3.77275930588426
DLL4,-1.11219809894483,4.43580593328374,-4.93772226855963,1.95519807187955e-06,6.04146586230103e-06,3.76122038600284
CLUL1,1.68229676314298,1.3621887672939,4.83729689123583,3.04825286102548e-06,9.16978414818407e-06,3.75712406843825
DUSP26,-2.21928985142772,-2.18634973589937,-4.71826227018904,5.11874191509455e-06,1.48008164405989e-05,3.74845150334223
CCNB3,1.27529724299494,0.131951421996646,4.7469998102908,4.5202883192823e-06,1.32064503255045e-05,3.74555127498414
MMD,-2.13729882069951,5.1292866184566,-4.929653087072,2.02668086395941e-06,6.24333191884367e-06,3.74498412668819
TYMP,1.0621654657773,6.17842715724519,4.9782248718776,1.63176457138245e-06,5.10424625589421e-06,3.73558295779649
PLEKHN1,1.40739321955534,1.96782043236966,4.81892516078897,3.30402297678119e-06,9.86272167610786e-06,3.73179722057236
SYT1,1.7282975079332,2.31457203051297,4.92034388352536,2.11229815777004e-06,6.49192101564412e-06,3.71465971072339
SLPI,-2.42746531114533,5.13086940558041,-4.91977137207177,2.11767648447578e-06,6.50390465814204e-06,3.71153389268864
AQP7P1,-5.8688163644578,-2.19368542304519,-4.71209872815825,5.25672391831319e-06,1.51665453207501e-05,3.67913330979775
RAB39B,1.23632018535704,0.652091923933581,4.80435773488401,3.52147850680566e-06,1.04644791582053e-05,3.65894378667254
DPYSL3,-1.05257420053912,7.54170114734178,-4.94234836182753,1.91532559253382e-06,5.92659157661589e-06,3.65582878217812
CKMT2,-2.59764818129916,1.61258604768166,-4.72478560852164,4.97651945780011e-06,1.44307030485472e-05,3.65098687841223
PIK3C2G,-3.37756863587328,2.53425444994279,-4.81537078571051,3.35585011820369e-06,1.00038460811808e-05,3.64751683430954
PPP1R1B,-2.72864402801559,6.06086893185502,-4.91495250207433,2.16347538939227e-06,6.6368381073194e-06,3.6465462884866
TMEM37,-2.48139004463909,4.40025520703736,-4.85739503808568,2.7904073940876e-06,8.43645746857885e-06,3.63176720436507
C7,-3.06931072242014,4.33812643044844,-4.82659765464428,3.1947763180243e-06,9.57126831956813e-06,3.63169530762058
SLC7A5,1.32348165114035,5.38487947765894,4.94748008746695,1.87201735857767e-06,5.79802323949237e-06,3.6303752354813
IER3,1.44382456630463,5.87351454847061,4.95336385071075,1.82353053324319e-06,5.65847830251961e-06,3.62849480087769
LYVE1,-5.07127333609714,3.67737356324963,-4.72158468772948,5.04582231247411e-06,1.46123912456303e-05,3.62181582342515
PRKCQ,-1.10209536089922,1.00775646434464,-4.7850498873478,3.8311345364729e-06,1.13132965459176e-05,3.61980643944403
SERPINA11,2.83820335391103,1.19616597062684,4.8154473350699,3.35472568953173e-06,1.00027546497769e-05,3.60234186184063
POMC,-1.67774371222301,-0.321196280269635,-4.70552562077155,5.4078338077624e-06,1.55786712728093e-05,3.59941532665835
NPAS3,-1.31731420629007,2.03115359465875,-4.73895392203206,4.68065595358626e-06,1.36327075919091e-05,3.59195559864593
DOK5,-1.22943111271341,1.84550426030988,-4.78316369063607,3.86276015520505e-06,1.14015818320228e-05,3.59021251027081
HRK,-2.12762191755538,-0.292972810077892,-4.67977731171063,6.04120656871034e-06,1.72749958482242e-05,3.56333286754527
SEMA5A,-1.22365534924428,5.95171443782872,-4.92996984789462,2.0238275934429e-06,6.23599854826098e-06,3.53810531654591
GYS2,-4.7034357039039,-2.62890466187292,-4.6448700408275,7.01526674125288e-06,1.98665486440246e-05,3.53009660413477
AOX1,-2.31142692758741,4.19655350789363,-4.82399320227213,3.23146249489202e-06,9.66800221594934e-06,3.52597855913744
GAB2,-1.06998962028254,5.76472847084381,-4.92822160154207,2.03962389030658e-06,6.2786198848505e-06,3.52333759239695
TSPAN18,-1.04563756066541,4.76824783373627,-4.90155513230825,2.29590708047872e-06,7.01698570403032e-06,3.5118575718281
OSCAR,1.05989526203901,2.24071242876865,4.76960436939036,4.09765788025821e-06,1.2051773712037e-05,3.4988174404269
FRMD1,-4.41071619318931,-0.472583527383809,-4.63841884313678,7.21116588303647e-06,2.03644806600587e-05,3.46618899321263
DNM1,-1.0539497986947,4.70123152522528,-4.88972387975651,2.41936318536511e-06,7.38233166276917e-06,3.45226387043711
PDE1B,-1.83335813355584,3.28626494211697,-4.78339219385306,3.85891546861257e-06,1.13927828886456e-05,3.43913071636891
TGM5,-2.14893079554422,0.0148650755664194,-4.64246685499517,7.08763465533187e-06,2.00455624159428e-05,3.41629285841407
CCL13,-3.48075769383252,0.266881151956978,-4.63777485108549,7.2310089002749e-06,2.0416146918563e-05,3.40781699516495
DOC2A,1.61977601170433,1.51672673060338,4.73975996556863,4.66434552194035e-06,1.3591204280962e-05,3.39218806477152
HEPACAM,-6.6032512853067,-0.577707850683436,-4.60756232142261,8.22353483150962e-06,2.29628806017027e-05,3.38301128070956
RIMKLA,1.14472980627944,1.46160187076811,4.78012313225805,3.91427319153904e-06,1.1545880516456e-05,3.37968175574555
KCNIP2,-5.31033890816066,3.82652753334776,-4.68599221910012,5.88207024208982e-06,1.68418468772318e-05,3.35338955095156
EPB41L4B,-1.1284905215477,5.45008088681252,-4.86875956877708,2.65409303642757e-06,8.05571588668111e-06,3.33389858843436
MYCBPAP,1.32582963047463,0.152153694432939,4.64677985549252,6.95826502967378e-06,1.97347826287738e-05,3.33351675424137
POU3F3,-3.6199108924712,-1.94956503021854,-4.60537227136732,8.30037850425742e-06,2.3157845357373e-05,3.32179998754302
C1orf53,1.23094777385209,0.134071158980116,4.6353124266408,7.30736953542898e-06,2.0605282501463e-05,3.31945550933163
CASQ2,-2.69033387437364,1.68535040792698,-4.665155516145,6.43217648238368e-06,1.83135851455047e-05,3.31516903597557
